PsetID,Baseline,Program,Outlays,Year
264,March 2009 Baseline,6. Defense Discretionary,185,2017
264,March 2009 Baseline,6. Defense Discretionary,186,2018
264,March 2009 Baseline,6. Defense Discretionary,187,2019
264,March 2009 Baseline,7. Nondefense Discretionary,188,2009
264,March 2009 Baseline,7. Nondefense Discretionary,189,2010
264,March 2009 Baseline,7. Nondefense Discretionary,190,2011
264,March 2009 Baseline,7. Nondefense Discretionary,191,2012
264,March 2009 Baseline,7. Nondefense Discretionary,192,2013
264,March 2009 Baseline,7. Nondefense Discretionary,193,2014
264,March 2009 Baseline,7. Nondefense Discretionary,194,2015
264,March 2009 Baseline,7. Nondefense Discretionary,195,2016
264,March 2009 Baseline,7. Nondefense Discretionary,196,2017
264,March 2009 Baseline,7. Nondefense Discretionary,197,2018
264,March 2009 Baseline,7. Nondefense Discretionary,198,2019
264,March 2009 Baseline,8. Net Interest,199,2009
264,March 2009 Baseline,8. Net Interest,200,2010
264,March 2009 Baseline,8. Net Interest,201,2011
264,March 2009 Baseline,8. Net Interest,202,2012
264,March 2009 Baseline,8. Net Interest,203,2013
264,March 2009 Baseline,8. Net Interest,204,2014
264,March 2009 Baseline,8. Net Interest,205,2015
264,March 2009 Baseline,8. Net Interest,206,2016
264,March 2009 Baseline,8. Net Interest,207,2017
264,March 2009 Baseline,8. Net Interest,208,2018
264,March 2009 Baseline,8. Net Interest,209,2019
264,March 2009 Baseline,9. Total Outlays,210,2009
264,March 2009 Baseline,9. Total Outlays,211,2010
264,March 2009 Baseline,9. Total Outlays,212,2011
264,March 2009 Baseline,9. Total Outlays,213,2012
264,March 2009 Baseline,9. Total Outlays,214,2013
264,March 2009 Baseline,9. Total Outlays,215,2014
264,March 2009 Baseline,9. Total Outlays,216,2015
264,March 2009 Baseline,9. Total Outlays,217,2016
264,March 2009 Baseline,9. Total Outlays,218,2017
264,March 2009 Baseline,9. Total Outlays,219,2018
264,March 2009 Baseline,9. Total Outlays,220,2019
284,Summer 2009 Baseline,0. Mandatory,221,2009
284,Summer 2009 Baseline,0. Mandatory,222,2010
284,Summer 2009 Baseline,0. Mandatory,223,2011
284,Summer 2009 Baseline,0. Mandatory,224,2012
284,Summer 2009 Baseline,0. Mandatory,225,2013
284,Summer 2009 Baseline,0. Mandatory,226,2014
284,Summer 2009 Baseline,0. Mandatory,227,2015
284,Summer 2009 Baseline,0. Mandatory,228,2016
284,Summer 2009 Baseline,0. Mandatory,229,2017
284,Summer 2009 Baseline,0. Mandatory,230,2018
284,Summer 2009 Baseline,0. Mandatory,231,2019
284,Summer 2009 Baseline,1. Social Security,232,2009
284,Summer 2009 Baseline,1. Social Security,233,2010
284,Summer 2009 Baseline,1. Social Security,234,2011
284,Summer 2009 Baseline,1. Social Security,235,2012
284,Summer 2009 Baseline,1. Social Security,236,2013
284,Summer 2009 Baseline,1. Social Security,237,2014
284,Summer 2009 Baseline,1. Social Security,238,2015
284,Summer 2009 Baseline,1. Social Security,239,2016
284,Summer 2009 Baseline,1. Social Security,240,2017
284,Summer 2009 Baseline,1. Social Security,241,2018
284,Summer 2009 Baseline,1. Social Security,242,2019
284,Summer 2009 Baseline,2. Medicare,243,2009
284,Summer 2009 Baseline,2. Medicare,244,2010
284,Summer 2009 Baseline,2. Medicare,245,2011
284,Summer 2009 Baseline,2. Medicare,246,2012
284,Summer 2009 Baseline,2. Medicare,247,2013
284,Summer 2009 Baseline,2. Medicare,248,2014
284,Summer 2009 Baseline,2. Medicare,249,2015
284,Summer 2009 Baseline,2. Medicare,250,2016
284,Summer 2009 Baseline,2. Medicare,251,2017
284,Summer 2009 Baseline,2. Medicare,252,2018
284,Summer 2009 Baseline,2. Medicare,253,2019
284,Summer 2009 Baseline,3. Medicaid,254,2009
284,Summer 2009 Baseline,3. Medicaid,255,2010
284,Summer 2009 Baseline,3. Medicaid,256,2011
284,Summer 2009 Baseline,3. Medicaid,257,2012
284,Summer 2009 Baseline,3. Medicaid,258,2013
284,Summer 2009 Baseline,3. Medicaid,259,2014
284,Summer 2009 Baseline,3. Medicaid,260,2015
284,Summer 2009 Baseline,3. Medicaid,261,2016
284,Summer 2009 Baseline,3. Medicaid,262,2017
284,Summer 2009 Baseline,3. Medicaid,263,2018
284,Summer 2009 Baseline,3. Medicaid,264,2019
284,Summer 2009 Baseline,4. Other Mandatory,265,2009
284,Summer 2009 Baseline,4. Other Mandatory,266,2010
284,Summer 2009 Baseline,4. Other Mandatory,267,2011
284,Summer 2009 Baseline,4. Other Mandatory,268,2012
284,Summer 2009 Baseline,4. Other Mandatory,269,2013
284,Summer 2009 Baseline,4. Other Mandatory,270,2014
284,Summer 2009 Baseline,4. Other Mandatory,271,2015
284,Summer 2009 Baseline,4. Other Mandatory,272,2016
284,Summer 2009 Baseline,4. Other Mandatory,273,2017
284,Summer 2009 Baseline,4. Other Mandatory,274,2018
284,Summer 2009 Baseline,4. Other Mandatory,275,2019
284,Summer 2009 Baseline,5. Discretionary,276,2009
284,Summer 2009 Baseline,5. Discretionary,277,2010
284,Summer 2009 Baseline,5. Discretionary,278,2011
284,Summer 2009 Baseline,5. Discretionary,279,2012
284,Summer 2009 Baseline,5. Discretionary,280,2013
284,Summer 2009 Baseline,5. Discretionary,281,2014
284,Summer 2009 Baseline,5. Discretionary,282,2015
284,Summer 2009 Baseline,5. Discretionary,283,2016
284,Summer 2009 Baseline,5. Discretionary,284,2017
284,Summer 2009 Baseline,5. Discretionary,285,2018
284,Summer 2009 Baseline,5. Discretionary,286,2019
284,Summer 2009 Baseline,6. Defense Discretionary,287,2009
284,Summer 2009 Baseline,6. Defense Discretionary,288,2010
284,Summer 2009 Baseline,6. Defense Discretionary,289,2011
284,Summer 2009 Baseline,6. Defense Discretionary,290,2012
284,Summer 2009 Baseline,6. Defense Discretionary,291,2013
284,Summer 2009 Baseline,6. Defense Discretionary,292,2014
284,Summer 2009 Baseline,6. Defense Discretionary,293,2015
284,Summer 2009 Baseline,6. Defense Discretionary,294,2016
284,Summer 2009 Baseline,6. Defense Discretionary,295,2017
284,Summer 2009 Baseline,6. Defense Discretionary,296,2018
284,Summer 2009 Baseline,6. Defense Discretionary,297,2019
284,Summer 2009 Baseline,7. Nondefense Discretionary,298,2009
284,Summer 2009 Baseline,7. Nondefense Discretionary,299,2010
284,Summer 2009 Baseline,7. Nondefense Discretionary,300,2011
284,Summer 2009 Baseline,7. Nondefense Discretionary,301,2012
284,Summer 2009 Baseline,7. Nondefense Discretionary,302,2013
284,Summer 2009 Baseline,7. Nondefense Discretionary,303,2014
284,Summer 2009 Baseline,7. Nondefense Discretionary,304,2015
284,Summer 2009 Baseline,7. Nondefense Discretionary,305,2016
284,Summer 2009 Baseline,7. Nondefense Discretionary,306,2017
284,Summer 2009 Baseline,7. Nondefense Discretionary,307,2018
284,Summer 2009 Baseline,7. Nondefense Discretionary,308,2019
284,Summer 2009 Baseline,8. Net Interest,309,2009
284,Summer 2009 Baseline,8. Net Interest,310,2010
284,Summer 2009 Baseline,8. Net Interest,311,2011
284,Summer 2009 Baseline,8. Net Interest,312,2012
284,Summer 2009 Baseline,8. Net Interest,313,2013
284,Summer 2009 Baseline,8. Net Interest,314,2014
284,Summer 2009 Baseline,8. Net Interest,315,2015
284,Summer 2009 Baseline,8. Net Interest,316,2016
284,Summer 2009 Baseline,8. Net Interest,317,2017
284,Summer 2009 Baseline,8. Net Interest,318,2018
284,Summer 2009 Baseline,8. Net Interest,319,2019
284,Summer 2009 Baseline,9. Total Outlays,320,2009
284,Summer 2009 Baseline,9. Total Outlays,321,2010
284,Summer 2009 Baseline,9. Total Outlays,322,2011
284,Summer 2009 Baseline,9. Total Outlays,323,2012
284,Summer 2009 Baseline,9. Total Outlays,324,2013
284,Summer 2009 Baseline,9. Total Outlays,325,2014
284,Summer 2009 Baseline,9. Total Outlays,326,2015
284,Summer 2009 Baseline,9. Total Outlays,327,2016
284,Summer 2009 Baseline,9. Total Outlays,328,2017
284,Summer 2009 Baseline,9. Total Outlays,329,2018
284,Summer 2009 Baseline,9. Total Outlays,330,2019
294,January 2010 Baseline,0. Mandatory,331,2010
294,January 2010 Baseline,0. Mandatory,332,2011
294,January 2010 Baseline,0. Mandatory,333,2012
294,January 2010 Baseline,0. Mandatory,334,2013
294,January 2010 Baseline,0. Mandatory,335,2014
294,January 2010 Baseline,0. Mandatory,336,2015
294,January 2010 Baseline,0. Mandatory,337,2016
294,January 2010 Baseline,0. Mandatory,338,2017
294,January 2010 Baseline,0. Mandatory,339,2018
294,January 2010 Baseline,0. Mandatory,340,2019
294,January 2010 Baseline,0. Mandatory,341,2020
294,January 2010 Baseline,1. Social Security,342,2010
294,January 2010 Baseline,1. Social Security,343,2011
294,January 2010 Baseline,1. Social Security,344,2012
294,January 2010 Baseline,1. Social Security,345,2013
294,January 2010 Baseline,1. Social Security,346,2014
294,January 2010 Baseline,1. Social Security,347,2015
294,January 2010 Baseline,1. Social Security,348,2016
294,January 2010 Baseline,1. Social Security,349,2017
294,January 2010 Baseline,1. Social Security,350,2018
294,January 2010 Baseline,1. Social Security,351,2019
294,January 2010 Baseline,1. Social Security,352,2020
294,January 2010 Baseline,2. Medicare,353,2010
294,January 2010 Baseline,2. Medicare,354,2011
294,January 2010 Baseline,2. Medicare,355,2012
294,January 2010 Baseline,2. Medicare,356,2013
294,January 2010 Baseline,2. Medicare,357,2014
294,January 2010 Baseline,2. Medicare,358,2015
294,January 2010 Baseline,2. Medicare,359,2016
294,January 2010 Baseline,2. Medicare,360,2017
294,January 2010 Baseline,2. Medicare,361,2018
294,January 2010 Baseline,2. Medicare,362,2019
294,January 2010 Baseline,2. Medicare,363,2020
294,January 2010 Baseline,3. Medicaid,364,2010
294,January 2010 Baseline,3. Medicaid,365,2011
294,January 2010 Baseline,3. Medicaid,366,2012
294,January 2010 Baseline,3. Medicaid,367,2013
294,January 2010 Baseline,3. Medicaid,368,2014
294,January 2010 Baseline,3. Medicaid,369,2015
294,January 2010 Baseline,3. Medicaid,370,2016
294,January 2010 Baseline,3. Medicaid,371,2017
294,January 2010 Baseline,3. Medicaid,372,2018
294,January 2010 Baseline,3. Medicaid,373,2019
294,January 2010 Baseline,3. Medicaid,374,2020
294,January 2010 Baseline,4. Other Mandatory,375,2010
294,January 2010 Baseline,4. Other Mandatory,376,2011
294,January 2010 Baseline,4. Other Mandatory,377,2012
294,January 2010 Baseline,4. Other Mandatory,378,2013
294,January 2010 Baseline,4. Other Mandatory,379,2014
294,January 2010 Baseline,4. Other Mandatory,380,2015
294,January 2010 Baseline,4. Other Mandatory,381,2016
294,January 2010 Baseline,4. Other Mandatory,382,2017
294,January 2010 Baseline,4. Other Mandatory,383,2018
294,January 2010 Baseline,4. Other Mandatory,384,2019
294,January 2010 Baseline,4. Other Mandatory,385,2020
294,January 2010 Baseline,5. Discretionary,386,2010
294,January 2010 Baseline,5. Discretionary,387,2011
294,January 2010 Baseline,5. Discretionary,388,2012
294,January 2010 Baseline,5. Discretionary,389,2013
294,January 2010 Baseline,5. Discretionary,390,2014
294,January 2010 Baseline,5. Discretionary,391,2015
294,January 2010 Baseline,5. Discretionary,392,2016
294,January 2010 Baseline,5. Discretionary,393,2017
294,January 2010 Baseline,5. Discretionary,394,2018
294,January 2010 Baseline,5. Discretionary,395,2019
294,January 2010 Baseline,5. Discretionary,396,2020
294,January 2010 Baseline,6. Defense Discretionary,397,2010
294,January 2010 Baseline,6. Defense Discretionary,398,2011
294,January 2010 Baseline,6. Defense Discretionary,399,2012
294,January 2010 Baseline,6. Defense Discretionary,400,2013
294,January 2010 Baseline,6. Defense Discretionary,401,2014
294,January 2010 Baseline,6. Defense Discretionary,402,2015
294,January 2010 Baseline,6. Defense Discretionary,403,2016
294,January 2010 Baseline,6. Defense Discretionary,404,2017
294,January 2010 Baseline,6. Defense Discretionary,405,2018
294,January 2010 Baseline,6. Defense Discretionary,406,2019
294,January 2010 Baseline,6. Defense Discretionary,407,2020
294,January 2010 Baseline,7. Nondefense Discretionary,408,2010
294,January 2010 Baseline,7. Nondefense Discretionary,409,2011
294,January 2010 Baseline,7. Nondefense Discretionary,410,2012
294,January 2010 Baseline,7. Nondefense Discretionary,411,2013
294,January 2010 Baseline,7. Nondefense Discretionary,412,2014
294,January 2010 Baseline,7. Nondefense Discretionary,413,2015
294,January 2010 Baseline,7. Nondefense Discretionary,414,2016
294,January 2010 Baseline,7. Nondefense Discretionary,415,2017
294,January 2010 Baseline,7. Nondefense Discretionary,416,2018
294,January 2010 Baseline,7. Nondefense Discretionary,417,2019
294,January 2010 Baseline,7. Nondefense Discretionary,418,2020
294,January 2010 Baseline,8. Net Interest,419,2010
294,January 2010 Baseline,8. Net Interest,420,2011
294,January 2010 Baseline,8. Net Interest,421,2012
294,January 2010 Baseline,8. Net Interest,422,2013
294,January 2010 Baseline,8. Net Interest,423,2014
294,January 2010 Baseline,8. Net Interest,424,2015
294,January 2010 Baseline,8. Net Interest,425,2016
294,January 2010 Baseline,8. Net Interest,426,2017
294,January 2010 Baseline,8. Net Interest,427,2018
294,January 2010 Baseline,8. Net Interest,428,2019
294,January 2010 Baseline,8. Net Interest,429,2020
294,January 2010 Baseline,9. Total Outlays,430,2010
294,January 2010 Baseline,9. Total Outlays,431,2011
294,January 2010 Baseline,9. Total Outlays,432,2012
294,January 2010 Baseline,9. Total Outlays,433,2013
294,January 2010 Baseline,9. Total Outlays,434,2014
294,January 2010 Baseline,9. Total Outlays,435,2015
294,January 2010 Baseline,9. Total Outlays,436,2016
294,January 2010 Baseline,9. Total Outlays,437,2017
294,January 2010 Baseline,9. Total Outlays,438,2018
294,January 2010 Baseline,9. Total Outlays,439,2019
294,January 2010 Baseline,9. Total Outlays,440,2020
304,March 2010 Baseline,0. Mandatory,441,2010
304,March 2010 Baseline,0. Mandatory,442,2011
304,March 2010 Baseline,0. Mandatory,443,2012
304,March 2010 Baseline,0. Mandatory,444,2013
304,March 2010 Baseline,0. Mandatory,445,2014
304,March 2010 Baseline,0. Mandatory,446,2015
304,March 2010 Baseline,0. Mandatory,447,2016
304,March 2010 Baseline,0. Mandatory,448,2017
304,March 2010 Baseline,0. Mandatory,449,2018
304,March 2010 Baseline,0. Mandatory,450,2019
304,March 2010 Baseline,0. Mandatory,451,2020
304,March 2010 Baseline,1. Social Security,452,2010
304,March 2010 Baseline,1. Social Security,453,2011
304,March 2010 Baseline,1. Social Security,454,2012
304,March 2010 Baseline,1. Social Security,455,2013
304,March 2010 Baseline,1. Social Security,456,2014
304,March 2010 Baseline,1. Social Security,457,2015
304,March 2010 Baseline,1. Social Security,458,2016
304,March 2010 Baseline,1. Social Security,459,2017
304,March 2010 Baseline,1. Social Security,460,2018
304,March 2010 Baseline,1. Social Security,461,2019
304,March 2010 Baseline,1. Social Security,462,2020
304,March 2010 Baseline,2. Medicare,463,2010
304,March 2010 Baseline,2. Medicare,464,2011
304,March 2010 Baseline,2. Medicare,465,2012
304,March 2010 Baseline,2. Medicare,466,2013
304,March 2010 Baseline,2. Medicare,467,2014
304,March 2010 Baseline,2. Medicare,468,2015
304,March 2010 Baseline,2. Medicare,469,2016
304,March 2010 Baseline,2. Medicare,470,2017
304,March 2010 Baseline,2. Medicare,471,2018
304,March 2010 Baseline,2. Medicare,472,2019
304,March 2010 Baseline,2. Medicare,473,2020
304,March 2010 Baseline,3. Medicaid,474,2010
304,March 2010 Baseline,3. Medicaid,475,2011
304,March 2010 Baseline,3. Medicaid,476,2012
304,March 2010 Baseline,3. Medicaid,477,2013
304,March 2010 Baseline,3. Medicaid,478,2014
304,March 2010 Baseline,3. Medicaid,479,2015
304,March 2010 Baseline,3. Medicaid,480,2016
304,March 2010 Baseline,3. Medicaid,481,2017
304,March 2010 Baseline,3. Medicaid,482,2018
304,March 2010 Baseline,3. Medicaid,483,2019
304,March 2010 Baseline,3. Medicaid,484,2020
304,March 2010 Baseline,4. Other Mandatory,485,2010
304,March 2010 Baseline,4. Other Mandatory,486,2011
304,March 2010 Baseline,4. Other Mandatory,487,2012
304,March 2010 Baseline,4. Other Mandatory,488,2013
304,March 2010 Baseline,4. Other Mandatory,489,2014
304,March 2010 Baseline,4. Other Mandatory,490,2015
304,March 2010 Baseline,4. Other Mandatory,491,2016
304,March 2010 Baseline,4. Other Mandatory,492,2017
304,March 2010 Baseline,4. Other Mandatory,493,2018
304,March 2010 Baseline,4. Other Mandatory,494,2019
304,March 2010 Baseline,4. Other Mandatory,495,2020
304,March 2010 Baseline,5. Discretionary,496,2010
304,March 2010 Baseline,5. Discretionary,497,2011
304,March 2010 Baseline,5. Discretionary,498,2012
304,March 2010 Baseline,5. Discretionary,499,2013
304,March 2010 Baseline,5. Discretionary,500,2014
304,March 2010 Baseline,5. Discretionary,501,2015
304,March 2010 Baseline,5. Discretionary,502,2016
304,March 2010 Baseline,5. Discretionary,503,2017
304,March 2010 Baseline,5. Discretionary,504,2018
304,March 2010 Baseline,5. Discretionary,505,2019
304,March 2010 Baseline,5. Discretionary,506,2020
304,March 2010 Baseline,6. Defense Discretionary,507,2010
304,March 2010 Baseline,6. Defense Discretionary,508,2011
304,March 2010 Baseline,6. Defense Discretionary,509,2012
304,March 2010 Baseline,6. Defense Discretionary,510,2013
304,March 2010 Baseline,6. Defense Discretionary,511,2014
304,March 2010 Baseline,6. Defense Discretionary,512,2015
304,March 2010 Baseline,6. Defense Discretionary,513,2016
304,March 2010 Baseline,6. Defense Discretionary,514,2017
304,March 2010 Baseline,6. Defense Discretionary,515,2018
304,March 2010 Baseline,6. Defense Discretionary,516,2019
304,March 2010 Baseline,6. Defense Discretionary,517,2020
304,March 2010 Baseline,7. Nondefense Discretionary,518,2010
304,March 2010 Baseline,7. Nondefense Discretionary,519,2011
304,March 2010 Baseline,7. Nondefense Discretionary,520,2012
304,March 2010 Baseline,7. Nondefense Discretionary,521,2013
304,March 2010 Baseline,7. Nondefense Discretionary,522,2014
304,March 2010 Baseline,7. Nondefense Discretionary,523,2015
304,March 2010 Baseline,7. Nondefense Discretionary,524,2016
304,March 2010 Baseline,7. Nondefense Discretionary,525,2017
304,March 2010 Baseline,7. Nondefense Discretionary,526,2018
304,March 2010 Baseline,7. Nondefense Discretionary,527,2019
304,March 2010 Baseline,7. Nondefense Discretionary,528,2020
304,March 2010 Baseline,8. Net Interest,529,2010
304,March 2010 Baseline,8. Net Interest,530,2011
